1000,24087.400000
1100,20404.400000
1200,21732.600000
1300,23948.200000
1400,25888.400000
1500,26108.600000
1600,28637.400000
1700,31524.600000
1800,31817.400000
1900,34867.600000
2000,36954.000000
2100,43806.400000
2200,44717.000000
2300,43595.600000
2400,44294.000000
2500,26413.800000
2600,49246.600000
2700,50458.400000
2800,56144.800000
2900,59127.400000
3000,58296.200000
3100,59019.400000
3200,57198.600000
3300,58911.400000
3400,63761.000000
3500,70577.000000
3600,70789.000000
3700,66496.200000
3800,67686.000000
3900,70676.800000
4000,77642.400000
4100,78442.600000
4200,78813.200000
4300,75172.800000
4400,85407.600000
4500,83289.800000
4600,86047.600000
4700,89302.600000
4800,88381.000000
4900,92955.000000
5000,96716.600000
5100,98293.800000
5200,96215.800000
5300,71284.000000
5400,103298.400000
5500,101506.000000
5600,112940.000000
5700,107143.600000
5800,104344.400000
5900,113204.200000
6000,122677.600000
6100,117427.000000
6200,142578.400000
6300,69444.600000
6400,120517.600000
6500,113543.800000
6600,122448.400000
6700,123613.600000
6800,133152.800000
6900,132642.000000
7000,130201.600000
7100,132114.000000
7200,132847.400000
7300,136791.600000
7400,140556.400000
7500,146690.400000
7600,142159.000000
7700,128125.400000
7800,192844.400000
7900,156218.600000
8000,162709.400000
8100,157304.600000
8200,154288.400000
8300,171958.600000
8400,196031.200000
8500,165700.200000
8600,165230.000000
8700,189913.400000
8800,260988.400000
8900,179147.000000
9000,174253.000000
9100,239242.600000
9200,210744.200000
9300,187838.800000
9400,175518.800000
9500,177410.600000
9600,193507.200000
9700,210765.400000
9800,197575.000000
9900,220146.200000
