1000,11476.000000
1100,12496.666667
1200,14362.000000
1300,15259.333333
1400,17929.333333
1500,18727.333333
1600,8825.333333
1700,9454.000000
1800,10064.000000
1900,10622.666667
2000,11196.000000
2100,27971.333333
2200,29711.333333
2300,41631.333333
2400,38076.000000
2500,40435.333333
2600,17464.000000
2700,41194.000000
2800,41871.333333
2900,42876.000000
3000,44996.000000
3100,45556.666667
3200,45862.666667
3300,47183.333333
3400,50124.000000
3500,53216.000000
3600,53990.000000
3700,54112.000000
3800,55978.000000
3900,76313.333333
4000,69516.666667
4100,64933.333333
4200,62741.333333
4300,65631.333333
4400,66933.333333
4500,73686.000000
4600,75597.333333
4700,74691.333333
4800,82196.666667
4900,83444.666667
5000,84189.333333
5100,88344.666667
5200,88594.666667
5300,104827.333333
5400,89216.000000
5500,91178.666667
5600,92618.666667
5700,93849.333333
5800,57622.666667
5900,97336.000000
6000,96085.333333
6100,98566.666667
6200,90873.333333
6300,99364.000000
6400,46980.666667
6500,42312.666667
6600,95450.666667
6700,102250.000000
6800,103664.666667
6900,79064.666667
7000,103014.000000
7100,100427.333333
7200,103165.333333
7300,106282.666667
7400,103640.666667
7500,107836.000000
7600,107157.333333
7700,108931.333333
7800,123803.333333
7900,118705.333333
8000,120859.333333
8100,125120.000000
8200,135791.333333
8300,142164.000000
8400,135028.000000
8500,130781.333333
8600,135534.000000
8700,136624.000000
8800,55956.666667
8900,150545.333333
9000,129588.000000
9100,136098.000000
9200,141619.333333
9300,145086.666667
9400,144822.000000
9500,142330.666667
9600,133240.666667
9700,131230.000000
9800,136009.333333
9900,144544.000000
